OBJECTID,X,Y,Area,Demand
573,29.038023741,40.98018993,0.0,210.757751465
574,29.025416052,40.981249437,0.0,270.745992661
575,29.029102251,40.981514496,0.0,205.457036972
576,29.035158035,40.982128312,0.0,118.808580398
577,29.039582702,40.981249437,0.0,225.871589661
578,29.043749364,40.981249437,0.0,251.854736328
579,29.047916026,40.981249437,0.0,231.341098786
580,29.052082688,40.981249437,0.0,331.401115418
581,29.05555157,40.981936914,0.0,383.564792632
582,29.060416011,40.981249437,0.0,284.367927551
583,29.064298831,40.98144586,0.0,328.483825683
584,29.06844657,40.981472287,0.0,369.931152344
585,29.073226331,40.981192296,0.0,252.491420746
586,29.077082658,40.981249437,0.0,291.933631897
587,29.08124932,40.981249437,0.0,243.328231811
588,29.085415982,40.981249437,0.0,258.156677246
589,29.089582644,40.981249437,0.0,218.930763245
590,29.078749323,40.981416103,0.0,296.292743683
591,29.022916055,40.982082769,0.0,319.260284424
592,29.027082717,40.982082769,0.0,265.746814728
593,29.031249379,40.982082769,0.0,336.43444252
594,29.036249373,40.982082769,0.0,127.127811432
595,29.040416035,40.982082769,0.0,231.187198639
596,29.044582696,40.982082769,0.0,196.884788513
597,29.048749358,40.982082769,0.0,226.983890533
598,29.05291602,40.982082769,0.0,373.164375305
599,29.057839595,40.982100625,0.0,313.83598709
600,29.061249344,40.982082769,0.0,429.808746338
601,29.065569753,40.982189907,0.0,414.855304718
602,29.069582667,40.982082769,0.0,457.02104187
603,29.073749329,40.982082769,0.0,480.610816956
604,29.077915991,40.982082769,0.0,228.248001099
605,29.082082652,40.982082769,0.0,292.298473358
606,29.086249314,40.982082769,0.0,265.039157867
607,29.090415976,40.982082769,0.0,212.007892609
608,29.050461147,40.982770259,0.0,178.936872482
609,29.02458272,40.982916101,0.0,467.769176483
610,29.028915696,40.983376454,0.0,417.813140869
611,29.032953002,40.983250904,0.0,174.248855591
612,29.037082705,40.982916101,0.0,142.496786117
613,29.041249367,40.982916101,0.0,290.640338898
614,29.045416029,40.982916101,0.0,195.74213028
615,29.049594518,40.983166087,0.0,244.690582275
616,29.053749352,40.982916101,0.0,413.193359375
617,29.057916014,40.982916101,0.0,355.175510408
618,29.062082676,40.982916101,0.0,422.78950882
619,29.066249338,40.982916101,0.0,307.35647583
620,29.070415999,40.982916101,0.0,391.961753845
621,29.074582661,40.982916101,0.0,426.382709503
622,29.078860199,40.9828045,0.0,278.751621246
623,29.082915985,40.982916101,0.0,187.002540589
624,29.087082647,40.982916101,0.0,266.247753143
625,29.091249308,40.982916101,0.0,207.884784698
626,29.022082723,40.983749434,0.0,568.484189987
627,29.026249385,40.983749434,0.0,268.936199188
628,29.030416046,40.983749434,0.0,479.771755219
629,29.034582708,40.983749434,0.0,114.245822906
630,29.03874937,40.983749434,0.0,223.679664612
631,29.042916032,40.983749434,0.0,341.227497101
632,29.047082693,40.983749434,0.0,281.565181732
633,29.051249355,40.983749434,0.0,262.601997375
634,29.055416017,40.983749434,0.0,354.21754074
635,29.059582679,40.983749434,0.0,294.708763122
636,29.063796648,40.98381193,0.0,360.176654816
637,29.06803427,40.984186903,0.0,383.429977417
638,29.072082664,40.983749434,0.0,382.23431015
639,29.076249326,40.983749434,0.0,172.666603089
640,29.080693178,40.983582034,0.0,135.446769714
641,29.08458265,40.983749434,0.0,179.15417099
642,29.088749311,40.983749434,0.0,267.918945312
643,29.048730071,40.984294073,0.0,231.298740387
644,29.02458272,40.984582766,0.0,431.588356018
645,29.028749382,40.984582766,0.0,429.495483399
646,29.032916043,40.984582766,0.0,217.586917877
647,29.037082705,40.984582766,0.0,268.134302139
648,29.041249367,40.984582766,0.0,738.220787048
649,29.045416029,40.984582766,0.0,366.378162384
650,29.049677305,40.98473454,0.0,263.487869262
651,29.053749352,40.984582766,0.0,410.844638825
652,29.057749347,40.984582766,0.0,302.497001648
653,29.061249344,40.984582766,0.0,220.183971405
654,29.065416005,40.984582766,0.0,438.178882599
655,29.069582667,40.984582766,0.0,382.987182617
656,29.073749329,40.984582766,0.0,331.381092072
657,29.077915991,40.984582766,0.0,199.781181336
658,29.082082652,40.984582766,0.0,144.73682785
659,29.086249314,40.984582766,0.0,349.639141083
660,29.076082659,40.984749432,0.0,302.76546669
661,29.022916055,40.985416098,0.0,478.852851868
662,29.027082717,40.985416098,0.0,293.182003021
663,29.031249379,40.985416098,0.0,676.165077209
664,29.03541604,40.985416098,0.0,316.285377503
665,29.039582702,40.985416098,0.0,779.804405213
666,29.043749364,40.985416098,0.0,403.490974426
667,29.047916026,40.985416098,0.0,318.109889985
668,29.052082688,40.985416098,0.0,380.449726105
669,29.056249349,40.985416098,0.0,250.959465027
670,29.060416011,40.985416098,0.0,220.632194519
671,29.064582673,40.985416098,0.0,340.503978729
672,29.06891491,40.985666075,0.0,426.878135681
673,29.072915997,40.985416098,0.0,181.637641907
674,29.077082658,40.985416098,0.0,205.582525253
675,29.08124932,40.985416098,0.0,139.602409363
676,29.085415982,40.985416098,0.0,346.908325195
677,29.061249344,40.985749431,0.0,178.873085022
678,29.022916055,40.986249431,0.0,377.081474304
679,29.027082717,40.986249431,0.0,253.815834045
680,29.031249379,40.986249431,0.0,679.717693329
681,29.03541604,40.986249431,0.0,368.637992859
682,29.039582702,40.986249431,0.0,587.172641754
683,29.043749364,40.986249431,0.0,258.741481781
684,29.047916026,40.986249431,0.0,377.520175935
685,29.052082688,40.986249431,0.0,514.271263122
686,29.056249349,40.986249431,0.0,288.401664734
687,29.060416011,40.986249431,0.0,208.612888336
688,29.064582673,40.986249431,0.0,325.747951508
689,29.068016075,40.986713667,0.0,363.104866028
690,29.072915997,40.986249431,0.0,264.075862884
691,29.077082658,40.986249431,0.0,158.001104355
692,29.08124932,40.986249431,0.0,187.084701538
693,29.085415982,40.986249431,0.0,406.071804047
694,29.04689674,40.986669082,0.0,325.068170548
695,29.023749387,40.987082763,0.0,479.618682861
696,29.028525867,40.98765468,0.0,207.158004761
697,29.032082711,40.987082763,0.0,738.437519073
698,29.036249373,40.987082763,0.0,334.562191009
699,29.040416035,40.987082763,0.0,346.347290039
700,29.044582696,40.987082763,0.0,383.412876129
701,29.048749358,40.987082763,0.0,378.898220063
702,29.05291602,40.987082763,0.0,456.491764068
703,29.057082682,40.987082763,0.0,434.719230652
704,29.061249344,40.987082763,0.0,285.132888794
705,29.065416005,40.987082763,0.0,365.658985138
706,29.069180557,40.98694885,0.0,404.455047607
707,29.073749329,40.987082763,0.0,206.996320725
708,29.077915991,40.987082763,0.0,157.235736847
709,29.082082652,40.987082763,0.0,176.302619934
710,29.072321383,40.987544036,0.0,227.955061913
711,29.02124939,40.987916095,0.0,402.985118866
712,29.025416052,40.987916095,0.0,295.862327576
713,29.029582714,40.987916095,0.0,503.146160126
714,29.033749376,40.987916095,0.0,486.132957458
715,29.037916038,40.987916095,0.0,234.071994781
716,29.042082699,40.987916095,0.0,402.400604248
717,29.046249361,40.987916095,0.0,605.009391785
718,29.050416023,40.987916095,0.0,624.26633072
719,29.054582685,40.987916095,0.0,448.538978577
720,29.058749346,40.987916095,0.0,617.630683899
721,29.062916008,40.987916095,0.0,271.738327026
722,29.06708267,40.987916095,0.0,247.65884018
723,29.070575206,40.987532215,0.0,352.283830643
724,29.075415994,40.987916095,0.0,197.925247192
725,29.079582655,40.987916095,0.0,158.714834213
726,29.083749317,40.987916095,0.0,191.55014801
727,29.019582726,40.988749428,0.0,186.715667725
728,29.023749387,40.988749428,0.0,434.372089386
729,29.027916049,40.988749428,0.0,356.221878052
730,29.032082711,40.988749428,0.0,640.662986755
731,29.036249373,40.988749428,0.0,186.025074005
732,29.040416035,40.988749428,0.0,349.716640472
733,29.044582696,40.988749428,0.0,684.91588974
734,29.048749358,40.988749428,0.0,571.93209076
735,29.05291602,40.988749428,0.0,468.203697205
736,29.057082682,40.988749428,0.0,639.182498932
737,29.061249344,40.988749428,0.0,436.474636078
738,29.064898584,40.988665735,0.0,307.984958649
739,29.070800824,40.988222715,0.0,240.144208908
740,29.073749329,40.988749428,0.0,193.629346847
741,29.077915991,40.988749428,0.0,202.729944229
742,29.068927828,40.988612566,0.0,212.561405182
743,29.020416058,40.98958276,0.0,263.334783554
744,29.025155579,40.989722247,0.0,481.469657898
745,29.028749382,40.98958276,0.0,504.344543457
746,29.032916043,40.98958276,0.0,339.328796387
747,29.037082705,40.98958276,0.0,188.908546448
748,29.041249367,40.98958276,0.0,408.333625794
749,29.045416029,40.98958276,0.0,539.813739777
750,29.049582691,40.98958276,0.0,825.013214113
751,29.053749352,40.98958276,0.0,564.720294953
752,29.057916014,40.98958276,0.0,569.783496857
753,29.062230511,40.98990358,0.0,434.510009766
754,29.066674363,40.989499068,0.0,150.866624832
755,29.069138708,40.990198733,0.0,241.177871704
756,29.074582661,40.98958276,0.0,189.104053497
757,29.078749323,40.98958276,0.0,211.613876343
758,29.018749393,40.990416093,0.0,145.880886078
759,29.022916055,40.990416093,0.0,276.597606659
760,29.027082717,40.990416093,0.0,541.984962463
761,29.031249379,40.990416093,0.0,494.173496246
762,29.034492074,40.9908206,0.0,234.574558258
763,29.039582702,40.990416093,0.0,249.761100769
764,29.043749364,40.990416093,0.0,581.183261871
765,29.047916026,40.990416093,0.0,659.483982085
766,29.052082688,40.990416093,0.0,625.360069275
767,29.056249349,40.990416093,0.0,493.373405456
768,29.060416011,40.990416093,0.0,495.0545578
769,29.066301251,40.990318453,0.0,269.169090271
770,29.068418185,40.990255405,0.0,307.262337685
771,29.072915997,40.990416093,0.0,124.533781052
772,29.077082658,40.990416093,0.0,151.183300018
773,29.020264312,40.990847711,0.0,126.543589592
774,29.024434885,40.99145865,0.0,334.638069153
775,29.028749382,40.991249425,0.0,556.041122437
776,29.032916043,40.991249425,0.0,417.735111236
777,29.036249373,40.991249425,0.0,146.385408402
778,29.040416035,40.991249425,0.0,264.531578064
779,29.044582696,40.991249425,0.0,490.692970276
780,29.048749358,40.991249425,0.0,820.773456572
781,29.054004083,40.991454745,0.0,868.684822082
782,29.057082682,40.991249425,0.0,537.120220184
783,29.061249344,40.991249425,0.0,292.406467438
784,29.06694979,40.992267649,0.0,254.408849716
785,29.069913817,40.991213717,0.0,243.847309112
786,29.073749329,40.991249425,0.0,136.227394104
787,29.034582708,40.991916091,0.0,164.655096054
788,29.026825769,40.992305928,0.0,537.160697937
789,29.031249379,40.992082757,0.0,544.462516785
790,29.03541604,40.992082757,0.0,145.100313187
791,29.039582702,40.992082757,0.0,358.477554321
792,29.043749364,40.992082757,0.0,437.624290466
793,29.047916026,40.992082757,0.0,865.735088347
794,29.051763365,40.992118464,0.0,1004.31145477
795,29.056899822,40.993002216,0.0,491.898979187
796,29.060416011,40.992082757,0.0,444.519142151
797,29.065007698,40.992640683,0.0,223.887298584
798,29.068915649,40.992849904,0.0,172.100488663
799,29.064001148,40.992138396,0.0,330.08140564
800,29.024769276,40.992790558,0.0,326.320224762
801,29.028825062,40.993585592,0.0,686.203128815
802,29.033749376,40.99291609,0.0,213.381959915
803,29.037916038,40.99291609,0.0,379.437086105
804,29.042082699,40.99291609,0.0,321.151874542
805,29.046249361,40.99291609,0.0,605.605495453
806,29.050416023,40.99291609,0.0,845.092895508
807,29.054760087,40.992880383,0.0,1078.25836945
808,29.058524637,40.992416191,0.0,706.746143341
809,29.062916008,40.99291609,0.0,338.373138428
810,29.066343497,40.993208998,0.0,159.900350571
811,29.06141601,40.993082756,0.0,299.604459763
812,29.026249385,40.993749422,0.0,526.39428711
813,29.030416046,40.993749422,0.0,634.222373963
814,29.035728426,40.994167856,0.0,297.749259949
815,29.03874937,40.993749422,0.0,446.170291901
816,29.042249366,40.993749422,0.0,419.148578644
817,29.046249361,40.993749422,0.0,557.053398132
818,29.050510637,40.993945807,0.0,433.35867691
819,29.052311945,40.994106486,0.0,661.090454101
820,29.058749346,40.993749422,0.0,546.468910217
821,29.063838496,40.993892248,0.0,290.732517242
822,29.06708267,40.993749422,0.0,261.046825409
823,29.033085882,40.994192924,0.0,377.991703034
824,29.029582714,40.994582754,0.0,783.097229004
825,29.031679691,40.993913262,0.0,599.851242065
826,29.037916038,40.994582754,0.0,349.609531403
827,29.042082699,40.994582754,0.0,519.753005981
828,29.046249361,40.994582754,0.0,537.70797348
829,29.050416023,40.994582754,0.0,424.342220306
830,29.054582685,40.994582754,0.0,745.001918793
831,29.058571944,40.994502415,0.0,407.203853607
832,29.062916008,40.994582754,0.0,450.913639069
833,29.049082691,40.994916087,0.0,548.030685425
834,29.027505979,40.994732656,0.0,838.569709778
835,29.030416046,40.995416087,0.0,893.371871948
836,29.034582708,40.995416087,0.0,307.529529572
837,29.03874937,40.995416087,0.0,511.668998718
838,29.042916032,40.995416087,0.0,478.392597198
839,29.047082693,40.995416087,0.0,622.274467468
840,29.051249355,40.995416087,0.0,358.954269409
841,29.055416017,40.995416087,0.0,232.218235016
842,29.059641813,40.995666026,0.0,201.317710877
843,29.063749341,40.995416087,0.0,187.218852997
844,29.019916059,40.99634705,0.0,97.2975406648
845,29.02458272,40.996249419,0.0,329.850971222
846,29.028398274,40.995956524,0.0,847.823246002
847,29.032620374,40.996082051,0.0,303.845489502
848,29.036750077,40.996109946,0.0,271.655323028
849,29.041249367,40.996249419,0.0,621.270580292
850,29.045416029,40.996249419,0.0,332.69348526
851,29.049582691,40.996249419,0.0,454.596256256
852,29.053985887,40.996097672,0.0,287.035736084
853,29.057916014,40.996249419,0.0,202.435138703
854,29.052350518,40.997192665,0.0,268.239587784
855,29.02245231,40.996887491,0.0,231.164901733
856,29.026249385,40.997082751,0.0,346.842285156
857,29.03024938,40.997082751,0.0,315.869327545
858,29.034303756,40.997068804,0.0,268.78710556
859,29.038396501,40.996957227,0.0,374.549793244
860,29.042082699,40.997082751,0.0,774.424369812
861,29.046249361,40.997082751,0.0,478.852825165
862,29.050416023,40.997082751,0.0,281.192306519
863,29.054582685,40.997082751,0.0,283.672756195
864,29.058749346,40.997082751,0.0,180.076526642
865,29.018937712,40.998041607,0.0,164.381084442
866,29.024046819,40.99802766,0.0,341.676315307
867,29.029063531,40.997162943,0.0,422.263465881
868,29.032601894,40.997916084,0.0,281.828220367
869,29.037082705,40.997916084,0.0,333.355880737
870,29.041249367,40.997916084,0.0,522.241775513
871,29.045416029,40.997916084,0.0,427.789524078
872,29.049582691,40.997916084,0.0,177.840816498
873,29.053749352,40.997916084,0.0,272.909626007
874,29.04958269,40.99808275,0.0,205.770807266
875,29.023650646,40.999558325,0.0,198.911819458
876,29.028077075,40.997996285,0.0,490.392929077
877,29.030284928,40.999851203,0.0,280.795722962
878,29.033823293,40.999432805,0.0,274.829582214
879,29.037916038,40.998749416,0.0,434.075073242
880,29.042082699,40.998749416,0.0,487.533470154
881,29.046249361,40.998749416,0.0,613.036029816
882,29.050416023,40.998749416,0.0,273.139457703
883,29.054582685,40.998749416,0.0,258.921606064
884,29.017958307,40.999164349,0.0,140.989849091
885,29.029540467,40.999052775,0.0,353.896453857
886,29.031323296,40.998341489,0.0,229.952205658
887,29.035841065,40.999861681,0.0,277.524024963
888,29.039582702,40.999582749,0.0,237.255512237
889,29.043749364,40.999582749,0.0,386.176029205
890,29.047916026,40.999582749,0.0,545.379615784
891,29.052082688,40.999582749,0.0,309.795919418
892,29.01671984,41.000165045,0.0,143.595306397
893,29.02926504,41.000764741,0.0,456.976737976
894,29.032616849,40.999914008,0.0,269.237892151
895,29.035342123,41.000708956,0.0,217.049873352
896,29.039582702,41.000416081,0.0,226.769763947
897,29.043749364,41.000416081,0.0,298.930717468
898,29.047916026,41.000416081,0.0,490.49420166
899,29.036582706,41.00091608,0.0,242.234493256
900,29.030674757,41.001374929,0.0,317.097381592
901,29.034582708,41.001249413,0.0,210.113574982
902,29.03874937,41.001249413,0.0,270.140693664
903,29.042916032,41.001249413,0.0,290.917869568
904,29.042749365,41.00141608,0.0,253.157478333
905,29.028621789,41.002166422,0.0,511.100311279
906,29.03308271,41.002082746,0.0,257.060173035
907,29.037082705,41.002082746,0.0,209.680847168
908,29.041249367,41.002082746,0.0,325.69278717
909,29.045416029,41.002082746,0.0,320.142440796
910,29.030822591,41.002916078,0.0,341.88004303
911,29.034582708,41.002916078,0.0,189.821777344
912,29.03874937,41.002916078,0.0,317.918922424
913,29.042509487,41.002748727,0.0,278.705810547
914,29.04570641,41.003542956,0.0,246.495330811
915,29.029806228,41.003707573,0.0,224.262065888
916,29.034582708,41.00374941,0.0,232.057754517
917,29.03874937,41.00374941,0.0,356.600131989
918,29.046427104,41.005227641,0.0,221.659137726
919,29.044172626,41.003692946,0.0,343.302978516
920,29.030416046,41.004582743,0.0,172.28144455
921,29.034582708,41.004582743,0.0,228.829380036
922,29.038139552,41.005224235,0.0,286.475326538
923,29.042952991,41.004485124,0.0,356.27066803
924,29.040340707,41.004860294,0.0,234.826446533
925,29.032916043,41.005416075,0.0,175.639965057
926,29.036620722,41.005694982,0.0,322.458621979
927,29.042321169,41.005485801,0.0,341.806606293
928,29.046728061,41.006503806,0.0,199.263088226
929,29.031249379,41.006249407,0.0,155.749420166
930,29.03541604,41.006249407,0.0,290.873970032
931,29.039582702,41.006249407,0.0,230.317481995
932,29.044155909,41.005635815,0.0,347.787521362
933,29.035249374,41.006916073,0.0,306.993179321
934,29.036249373,41.00708274,0.0,400.129329681
935,29.041432398,41.00694329,0.0,336.528495788
936,29.04558058,41.00801705,0.0,252.013515472
937,29.034582708,41.007916072,0.0,329.664365769
938,29.038010197,41.007497725,0.0,374.459663391
939,29.04324866,41.007846348,0.0,348.862472534
940,29.040062107,41.009224861,0.0,430.718418121
941,29.037601889,41.009014352,0.0,526.947467804
942,29.042082699,41.008749404,0.0,235.68391037
943,29.043416383,41.009571466,0.0,218.636112213
944,29.037082705,41.009582737,0.0,482.381954193
945,29.041249367,41.009582737,0.0,172.371097565
946,29.045157318,41.009066789,0.0,199.159856796
947,29.035733714,41.01097384,0.0,323.247310639
948,29.037749371,41.010916069,0.0,370.314397812
949,29.039742442,41.011000629,0.0,263.502403259
