OriginID,DestinationID,Total_TruckingDuration
1,1,0.0
1,16,0.19620107133066889
1,126,0.3415647236526827
1,116,0.9996198088450372
1,124,1.241667755843132
1,98,1.3441542085488474
1,52,1.3780150011019177
1,86,1.4154193731931584
1,165,1.469986849379482
1,73,1.531352989197185
1,57,1.556066499588063
1,41,1.5627174564758242
1,45,1.6811988931681758
1,36,1.7191046289083336
1,15,1.7608670737627432
1,79,1.795155933956771
1,101,1.825276695421739
1,13,2.0085894624614555
1,4,2.0599289307505666
1,5,2.13691293232422
1,34,2.164076644916734
1,131,2.1999656305663047
1,171,2.39110584684044
1,169,2.4155818471944377
1,11,2.4959668878675525
1,53,2.5944709525619087
1,72,2.6483194310723577
1,61,2.783536304108006
1,37,2.896786592518341
1,107,2.9198064200232423
1,163,2.92105643358746
1,172,2.921356312308931
1,139,3.07599461331273
1,136,3.0789010346680286
1,141,3.1028773787132353
1,96,3.136328551677742
1,76,3.2773187159733204
1,166,3.3792837044573454
1,19,3.501304870055497
1,115,3.5174401128324435
1,129,3.699102263527582
1,84,3.7510855615437078
1,38,3.8098829262436413
1,128,3.8611721162755215
1,33,3.8953105649444533
1,123,3.9230560506832246
1,44,4.024986984636087
1,91,4.104539155052678
1,10,4.113008925745492
1,143,4.128360909633489
1,7,4.18848193310273
1,160,4.190826340815918
1,62,4.309955087327341
1,157,4.341691256758611
1,103,4.487634796399703
1,118,4.497156288778743
1,9,4.585492075082811
1,99,4.690997846005668
1,102,4.744048138464927
1,54,4.809005644440184
1,64,4.8450878172939715
1,47,4.947826335716019
1,130,5.087287821009833
1,147,5.1229552039194095
1,31,5.177357273241798
1,35,5.331673808344269
1,78,5.390103734805015
1,18,5.39556455286952
1,89,5.508648120066903
1,114,5.540105808180751
1,58,5.557053402461475
1,20,5.622838345741611
1,74,5.67527601611847
1,154,5.695952278190863
1,8,5.69947006825267
1,117,5.8481918476365795
1,151,5.86186337223915
1,159,5.934159220210913
1,161,5.938827168700677
1,106,5.9703199536436165
1,81,5.979066507689126
1,67,5.995324439981997
1,32,6.01692569358755
1,48,6.018130102369398
1,134,6.12382037564605
1,2,6.1275707585601324
1,105,6.191985099556387
1,71,6.215253197520173
1,138,6.219564533605204
1,21,6.222435598682672
1,3,6.23612653411854
1,148,6.279338750964025
1,135,6.3067103147975665
1,51,6.3414339598369995
1,108,6.364287371355075
1,40,6.366388282136627
1,70,6.373635291871877
1,109,6.386721476777596
1,25,6.407254020662104
1,156,6.447927122550819
1,12,6.4812012150703096
1,164,6.488106643520054
1,149,6.489285134721359
1,27,6.510328372660731
1,59,6.528163353922948
1,14,6.624105784521577
1,150,6.64546791848342
1,55,6.698442367119937
1,85,6.72617307744441
1,60,6.744424698213626
1,95,6.790615200421676
1,65,6.825534416017869
1,92,6.840627641630609
1,88,6.847479176539426
1,68,6.850687156254145
1,6,6.872402675613588
1,125,6.931459723885987
1,168,6.98710175347746
1,24,6.994879229928467
1,145,7.027978304348223
1,29,7.060415199098833
1,167,7.085363510568151
1,69,7.086871994163766
1,142,7.089281028015653
1,152,7.0893213192306765
1,87,7.099896359987489
1,119,7.1028660897021165
1,42,7.106598697283761
1,43,7.108225332289315
1,97,7.151072126901853
1,80,7.19105623099896
1,82,7.246011215012552
1,83,7.248185226079068
1,22,7.253694384956585
1,63,7.258162387558201
1,155,7.360778532511994
1,30,7.447426644335765
1,77,7.458256408625915
1,122,7.510492920142743
1,127,7.584502505286665
1,158,7.594781103115557
1,121,7.635636060617357
1,113,7.773234481826434
1,132,7.80352633605215
1,133,7.837156086854203
1,90,7.839797836605464
1,39,7.868541012271636
1,100,7.902913448414484
1,46,7.903995046049361
1,93,7.933048154891168
1,50,7.995862442377732
1,111,7.9964277790988145
1,173,8.024173721118519
1,112,8.036014837532031
1,120,8.088756579917773
1,56,8.144757679071114
1,144,8.277699606261534
1,17,8.289394632621464
1,66,8.364462699842353
1,162,8.377565227306256
1,23,8.39506173478415
1,140,8.399262470180426
1,49,8.46570211469296
1,104,8.500989872908342
1,137,8.62207332203713
1,153,8.658221400660619
1,28,8.698765187248487
1,75,8.76623932177735
1,94,9.163400467790629
1,146,9.56994857808166
1,26,9.88672023771932
1,110,9.98857879473991
