OriginID,DestinationID,Total_TruckingDuration
1,1,0.0
1,16,0.19620107133066889
1,613,0.4232682791872072
1,595,0.5008689986186265
1,542,0.5908182751080632
1,126,0.66876458893101
1,577,0.7082950000293725
1,559,0.7105341060628156
1,665,0.710981081057124
1,527,0.7899255577400046
1,512,0.9011178215105209
1,560,0.9636035378199488
1,630,1.0485170001082016
1,631,1.1645967883797377
1,543,1.3557044113732832
1,612,1.413843048277221
1,454,1.4384756903812292
1,578,1.449923905472034
1,439,1.562757882559286
1,666,1.5644719344326226
1,528,1.584176930392853
1,116,1.6256076047676844
1,498,1.6472876962573084
1,576,1.6998351405139593
1,15,1.7019925186935987
1,579,1.7126185237261558
1,614,1.7211389133998707
1,648,1.7230872710788994
1,169,1.7380498081939961
1,165,1.7559206639136598
1,561,1.7651382187133633
1,649,1.7760843992041861
1,124,1.7828303783740442
1,484,1.7912466903795594
1,513,1.7939324145366562
1,424,1.8222822015840856
1,86,1.822920530936723
1,52,1.8566379181631711
1,715,1.868772551017813
1,514,1.8773198697867632
1,101,1.8787120720951598
1,544,1.886277268289997
1,455,1.8881793222417704
1,699,1.9317677410031067
1,700,1.956146596151085
1,45,1.9711177385555245
1,747,1.9913264497032137
1,4,2.0129326966707324
1,597,2.03930885667468
1,647,2.0528648935496636
1,469,2.0595617776623443
1,409,2.071138501406601
1,573,2.0822102613661513
1,499,2.0973552046279
1,425,2.1020408421012937
1,34,2.1170804108369
1,683,2.148544762288793
1,378,2.1838668807242776
1,57,2.225968636669487
1,98,2.2332666978425753
1,594,2.2420389399496026
1,485,2.2508776717032575
1,410,2.255731111193656
1,777,2.259204321212278
1,394,2.2823781821455698
1,682,2.303148267179648
1,562,2.314235095991866
1,483,2.335748888825728
1,608,2.3509936602551695
1,41,2.3650773230732205
1,790,2.370305690864734
1,361,2.3766486894232015
1,471,2.3890177617231436
1,346,2.39097325852027
1,73,2.3912578850976347
1,529,2.4019951125723242
1,440,2.4022377443359986
1,379,2.4178540988245882
1,380,2.4705867218058435
1,731,2.4791590245787867
1,470,2.5035334971638585
1,96,2.510963046465912
1,632,2.51275244547222
1,717,2.517170110479059
